LAUS Code,State FIPS Code,County FIPS Code,County Name,State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,Geolocation
CN3717700000000,37,177,Tyrrell County,NC,01/01/2012 12:00:00 AM,1583,1367,216,13.6,"Tyrrell County, NC
"
CN3718100000000,37,181,Vance County,NC,01/01/2012 12:00:00 AM,18486,15985,2501,13.5,"Vance County, NC
"
CN3718900000000,37,189,Watauga County,NC,01/01/2012 12:00:00 AM,27059,25062,1997,7.4,"Watauga County, NC
"
CN3719100000000,37,191,Wayne County,NC,01/01/2012 12:00:00 AM,55377,50689,4688,8.5,"Wayne County, NC
"
CN3719900000000,37,199,Yancey County,NC,01/01/2012 12:00:00 AM,7975,7123,852,10.7,"Yancey County, NC
"
CN3800900000000,38,009,Bottineau County,ND,01/01/2012 12:00:00 AM,3410,3294,116,3.4,"Bottineau County, ND
"
CN3801100000000,38,011,Bowman County,ND,01/01/2012 12:00:00 AM,1918,1883,35,1.8,"Bowman County, ND
"
CN3801300000000,38,013,Burke County,ND,01/01/2012 12:00:00 AM,1376,1349,27,2,"Burke County, ND
"
CN3801500000000,38,015,Burleigh County,ND,01/01/2012 12:00:00 AM,46612,45297,1315,2.8,"Burleigh County, ND
"
CN3801700000000,38,017,Cass County,ND,01/01/2012 12:00:00 AM,89587,86957,2630,2.9,"Cass County, ND
"
CN3802100000000,38,021,Dickey County,ND,01/01/2012 12:00:00 AM,2709,2635,74,2.7,"Dickey County, ND
"
CN3802300000000,38,023,Divide County,ND,01/01/2012 12:00:00 AM,1787,1760,27,1.5,"Divide County, ND
"
CN3802900000000,38,029,Emmons County,ND,01/01/2012 12:00:00 AM,1648,1559,89,5.4,"Emmons County, ND
"
CN3803100000000,38,031,Foster County,ND,01/01/2012 12:00:00 AM,1684,1631,53,3.1,"Foster County, ND
"
CN3804300000000,38,043,Kidder County,ND,01/01/2012 12:00:00 AM,1264,1199,65,5.1,"Kidder County, ND
"
CN3805100000000,38,051,McIntosh County,ND,01/01/2012 12:00:00 AM,1248,1208,40,3.2,"McIntosh County, ND
"
CN3806900000000,38,069,Pierce County,ND,01/01/2012 12:00:00 AM,1875,1794,81,4.3,"Pierce County, ND
"
CN3807100000000,38,071,Ramsey County,ND,01/01/2012 12:00:00 AM,5828,5587,241,4.1,"Ramsey County, ND
"
CN3807900000000,38,079,Rolette County,ND,01/01/2012 12:00:00 AM,5022,4493,529,10.5,"Rolette County, ND
"
CN3808500000000,38,085,Sioux County,ND,01/01/2012 12:00:00 AM,1308,1240,68,5.2,"Sioux County, ND
"
CN3809300000000,38,093,Stutsman County,ND,01/01/2012 12:00:00 AM,10426,10068,358,3.4,"Stutsman County, ND
"
CN3809500000000,38,095,Towner County,ND,01/01/2012 12:00:00 AM,1260,1218,42,3.3,"Towner County, ND
"
CN3809700000000,38,097,Traill County,ND,01/01/2012 12:00:00 AM,4532,4389,143,3.2,"Traill County, ND
"
CN3810100000000,38,101,Ward County,ND,01/01/2012 12:00:00 AM,33958,33058,900,2.7,"Ward County, ND
"
CN3903500000000,39,035,Cuyahoga County,OH,01/01/2012 12:00:00 AM,619168,577178,41990,6.8,"Cuyahoga County, OH
"
CN3904300000000,39,043,Erie County,OH,01/01/2012 12:00:00 AM,38623,35530,3093,8,"Erie County, OH
"
CN3905300000000,39,053,Gallia County,OH,01/01/2012 12:00:00 AM,12647,11424,1223,9.7,"Gallia County, OH
"
CN3905500000000,39,055,Geauga County,OH,01/01/2012 12:00:00 AM,48839,46234,2605,5.3,"Geauga County, OH
"
CN3912300000000,39,123,Ottawa County,OH,01/01/2012 12:00:00 AM,21991,19896,2095,9.5,"Ottawa County, OH
"
CN3912900000000,39,129,Pickaway County,OH,01/01/2012 12:00:00 AM,25692,23779,1913,7.4,"Pickaway County, OH
"
CN3913100000000,39,131,Pike County,OH,01/01/2012 12:00:00 AM,10566,9188,1378,13,"Pike County, OH
"
CN3913500000000,39,135,Preble County,OH,01/01/2012 12:00:00 AM,21470,19811,1659,7.7,"Preble County, OH
"
CN3914100000000,39,141,Ross County,OH,01/01/2012 12:00:00 AM,34037,31175,2862,8.4,"Ross County, OH
"
CN3916900000000,39,169,Wayne County,OH,01/01/2012 12:00:00 AM,59042,55431,3611,6.1,"Wayne County, OH
"
CN4000100000000,40,001,Adair County,OK,01/01/2012 12:00:00 AM,8503,7727,776,9.1,"Adair County, OK
"
CN4000500000000,40,005,Atoka County,OK,01/01/2012 12:00:00 AM,5004,4665,339,6.8,"Atoka County, OK
"
CN4000700000000,40,007,Beaver County,OK,01/01/2012 12:00:00 AM,3129,3035,94,3,"Beaver County, OK
"
CN4000900000000,40,009,Beckham County,OK,01/01/2012 12:00:00 AM,12561,12181,380,3,"Beckham County, OK
"
CN4001500000000,40,015,Caddo County,OK,01/01/2012 12:00:00 AM,11713,11012,701,6,"Caddo County, OK
"
CN4002100000000,40,021,Cherokee County,OK,01/01/2012 12:00:00 AM,18987,17652,1335,7,"Cherokee County, OK
"
CN4002900000000,40,029,Coal County,OK,01/01/2012 12:00:00 AM,2368,2200,168,7.1,"Coal County, OK
"
CN3915700000000,39,157,Tuscarawas County,OH,01/01/2012 12:00:00 AM,44972,41665,3307,7.4,"Tuscarawas County, OH
(40.394763, -81.407422)"
CN4003100000000,40,031,Comanche County,OK,01/01/2012 12:00:00 AM,50862,47845,3017,5.9,"Comanche County, OK
(34.367902, -97.961451)"
CN3916300000000,39,163,Vinton County,OH,01/01/2012 12:00:00 AM,5548,4948,600,10.8,"Vinton County, OH
(38.976019, -82.337351)"
CN4001100000000,40,011,Blaine County,OK,01/01/2012 12:00:00 AM,4378,4208,170,3.9,"Blaine County, OK
(35.138904, -97.654621)"
CN4002300000000,40,023,Choctaw County,OK,01/01/2012 12:00:00 AM,5834,5341,493,8.5,"Choctaw County, OK
(36.144199, -99.0933)"
CN4004100000000,40,041,Delaware County,OK,01/01/2012 12:00:00 AM,17140,16010,1130,6.6,"Delaware County, OK
"
CN4004300000000,40,043,Dewey County,OK,01/01/2012 12:00:00 AM,2383,2307,76,3.2,"Dewey County, OK
"
CN4004700000000,40,047,Garfield County,OK,01/01/2012 12:00:00 AM,29555,28358,1197,4.1,"Garfield County, OK
"
CN4005100000000,40,051,Grady County,OK,01/01/2012 12:00:00 AM,25585,24367,1218,4.8,"Grady County, OK
"
CN4005900000000,40,059,Harper County,OK,01/01/2012 12:00:00 AM,1920,1859,61,3.2,"Harper County, OK
"
CN4006100000000,40,061,Haskell County,OK,01/01/2012 12:00:00 AM,4624,4213,411,8.9,"Haskell County, OK
"
CN4006300000000,40,063,Hughes County,OK,01/01/2012 12:00:00 AM,5778,5314,464,8,"Hughes County, OK
"
CN4006500000000,40,065,Jackson County,OK,01/01/2012 12:00:00 AM,11084,10516,568,5.1,"Jackson County, OK
"
CN4007100000000,40,071,Kay County,OK,01/01/2012 12:00:00 AM,20316,18874,1442,7.1,"Kay County, OK
"
CN4007500000000,40,075,Kiowa County,OK,01/01/2012 12:00:00 AM,4275,4074,201,4.7,"Kiowa County, OK
"
CN4007700000000,40,077,Latimer County,OK,01/01/2012 12:00:00 AM,4555,4168,387,8.5,"Latimer County, OK
"
CN4008500000000,40,085,Love County,OK,01/01/2012 12:00:00 AM,5116,4899,217,4.2,"Love County, OK
"
CN4009100000000,40,091,McIntosh County,OK,01/01/2012 12:00:00 AM,7432,6677,755,10.2,"McIntosh County, OK
"
CN4009300000000,40,093,Major County,OK,01/01/2012 12:00:00 AM,4078,3935,143,3.5,"Major County, OK
"
CN4009700000000,40,097,Mayes County,OK,01/01/2012 12:00:00 AM,18499,17368,1131,6.1,"Mayes County, OK
"
CN4010300000000,40,103,Noble County,OK,01/01/2012 12:00:00 AM,5497,5254,243,4.4,"Noble County, OK
"
CN4010500000000,40,105,Nowata County,OK,01/01/2012 12:00:00 AM,4921,4585,336,6.8,"Nowata County, OK
"
CN4011300000000,40,113,Osage County,OK,01/01/2012 12:00:00 AM,21335,20089,1246,5.8,"Osage County, OK
"
CN4011500000000,40,115,Ottawa County,OK,01/01/2012 12:00:00 AM,14573,13429,1144,7.9,"Ottawa County, OK
"
CN4011700000000,40,117,Pawnee County,OK,01/01/2012 12:00:00 AM,7508,7015,493,6.6,"Pawnee County, OK
"
CN4011900000000,40,119,Payne County,OK,01/01/2012 12:00:00 AM,37929,36149,1780,4.7,"Payne County, OK
"
CN4012500000000,40,125,Pottawatomie County,OK,01/01/2012 12:00:00 AM,32072,30370,1702,5.3,"Pottawatomie County, OK
"
CN4012700000000,40,127,Pushmataha County,OK,01/01/2012 12:00:00 AM,4866,4514,352,7.2,"Pushmataha County, OK
"
CN4012900000000,40,129,Roger Mills County,OK,01/01/2012 12:00:00 AM,2107,2047,60,2.8,"Roger Mills County, OK
"
CN4013500000000,40,135,Sequoyah County,OK,01/01/2012 12:00:00 AM,17245,15807,1438,8.3,"Sequoyah County, OK
"
CN4013900000000,40,139,Texas County,OK,01/01/2012 12:00:00 AM,8991,8617,374,4.2,"Texas County, OK
"
CN4014100000000,40,141,Tillman County,OK,01/01/2012 12:00:00 AM,3415,3250,165,4.8,"Tillman County, OK
"
CN4014300000000,40,143,Tulsa County,OK,01/01/2012 12:00:00 AM,310018,294043,15975,5.2,"Tulsa County, OK
"
CN4101100000000,41,011,Coos County,OR,01/01/2012 12:00:00 AM,27096,24091,3005,11.1,"Coos County, OR
"
CN4101900000000,41,019,Douglas County,OR,01/01/2012 12:00:00 AM,45703,40242,5461,11.9,"Douglas County, OR
"
CN4102100000000,41,021,Gilliam County,OR,01/01/2012 12:00:00 AM,937,842,95,10.1,"Gilliam County, OR
"
CN4102900000000,41,029,Jackson County,OR,01/01/2012 12:00:00 AM,98382,87465,10917,11.1,"Jackson County, OR
"
CN4103300000000,41,033,Josephine County,OR,01/01/2012 12:00:00 AM,33355,29299,4056,12.2,"Josephine County, OR
"
CN4103700000000,41,037,Lake County,OR,01/01/2012 12:00:00 AM,3627,3157,470,13,"Lake County, OR
"
CN4103900000000,41,039,Lane County,OR,01/01/2012 12:00:00 AM,172255,156906,15349,8.9,"Lane County, OR
"
CN4104300000000,41,043,Linn County,OR,01/01/2012 12:00:00 AM,55287,49347,5940,10.7,"Linn County, OR
"
CN4104700000000,41,047,Marion County,OR,01/01/2012 12:00:00 AM,150568,135549,15019,10,"Marion County, OR
"
CN4105500000000,41,055,Sherman County,OR,01/01/2012 12:00:00 AM,895,799,96,10.7,"Sherman County, OR
"
CN4106500000000,41,065,Wasco County,OR,01/01/2012 12:00:00 AM,13801,12639,1162,8.4,"Wasco County, OR
"
CN4106700000000,41,067,Washington County,OR,01/01/2012 12:00:00 AM,291013,270395,20618,7.1,"Washington County, OR
"
CN4107100000000,41,071,Yamhill County,OR,01/01/2012 12:00:00 AM,50544,46248,4296,8.5,"Yamhill County, OR
"
CN4204900000000,42,049,Erie County,PA,01/01/2012 12:00:00 AM,137417,126702,10715,7.8,"Erie County, PA
"
CN4210300000000,42,103,Pike County,PA,01/01/2012 12:00:00 AM,26109,23476,2633,10.1,"Pike County, PA
"
CN4211500000000,42,115,Susquehanna County,PA,01/01/2012 12:00:00 AM,22507,20796,1711,7.6,"Susquehanna County, PA
"
CN4500300000000,45,003,Aiken County,SC,01/01/2012 12:00:00 AM,72956,66682,6274,8.6,"Aiken County, SC
"
CN4503300000000,45,033,Dillon County,SC,01/01/2012 12:00:00 AM,13203,11338,1865,14.1,"Dillon County, SC
"
CN4505100000000,45,051,Horry County,SC,01/01/2012 12:00:00 AM,132681,118938,13743,10.4,"Horry County, SC
"
CN4505300000000,45,053,Jasper County,SC,01/01/2012 12:00:00 AM,10962,10033,929,8.5,"Jasper County, SC
"
CN4505500000000,45,055,Kershaw County,SC,01/01/2012 12:00:00 AM,28126,25448,2678,9.5,"Kershaw County, SC
"
CN4506100000000,45,061,Lee County,SC,01/01/2012 12:00:00 AM,6728,5782,946,14.1,"Lee County, SC
"
CN4506700000000,45,067,Marion County,SC,01/01/2012 12:00:00 AM,13509,11361,2148,15.9,"Marion County, SC
"
CN4506900000000,45,069,Marlboro County,SC,01/01/2012 12:00:00 AM,10799,8900,1899,17.6,"Marlboro County, SC
"
CN4507300000000,45,073,Oconee County,SC,01/01/2012 12:00:00 AM,33388,30452,2936,8.8,"Oconee County, SC
"
CN4509100000000,45,091,York County,SC,01/01/2012 12:00:00 AM,118566,107576,10990,9.3,"York County, SC
"
CN4600500000000,46,005,Beadle County,SD,01/01/2012 12:00:00 AM,9575,9242,333,3.5,"Beadle County, SD
"
CN4601500000000,46,015,Brule County,SD,01/01/2012 12:00:00 AM,2650,2554,96,3.6,"Brule County, SD
"
CN4601900000000,46,019,Butte County,SD,01/01/2012 12:00:00 AM,4978,4746,232,4.7,"Butte County, SD
"
CN4602700000000,46,027,Clay County,SD,01/01/2012 12:00:00 AM,7433,7149,284,3.8,"Clay County, SD
"
CN4602900000000,46,029,Codington County,SD,01/01/2012 12:00:00 AM,15499,14897,602,3.9,"Codington County, SD
"
CN4603500000000,46,035,Davison County,SD,01/01/2012 12:00:00 AM,11214,10840,374,3.3,"Davison County, SD
"
CN4603900000000,46,039,Deuel County,SD,01/01/2012 12:00:00 AM,2481,2334,147,5.9,"Deuel County, SD
"
CN4604300000000,46,043,Douglas County,SD,01/01/2012 12:00:00 AM,1695,1638,57,3.4,"Douglas County, SD
"
CN4604500000000,46,045,Edmunds County,SD,01/01/2012 12:00:00 AM,2307,2238,69,3,"Edmunds County, SD
"
CN4604700000000,46,047,Fall River County,SD,01/01/2012 12:00:00 AM,3124,2946,178,5.7,"Fall River County, SD
"
CN4605900000000,46,059,Hand County,SD,01/01/2012 12:00:00 AM,1834,1778,56,3.1,"Hand County, SD
"
CN4606500000000,46,065,Hughes County,SD,01/01/2012 12:00:00 AM,9924,9596,328,3.3,"Hughes County, SD
"
CN4607100000000,46,071,Jackson County,SD,01/01/2012 12:00:00 AM,1341,1247,94,7,"Jackson County, SD
"
CN4607300000000,46,073,Jerauld County,SD,01/01/2012 12:00:00 AM,1217,1179,38,3.1,"Jerauld County, SD
"
CN4608500000000,46,085,Lyman County,SD,01/01/2012 12:00:00 AM,1881,1769,112,6,"Lyman County, SD
"
CN4608700000000,46,087,McCook County,SD,01/01/2012 12:00:00 AM,3167,3047,120,3.8,"McCook County, SD
"
CN4608900000000,46,089,McPherson County,SD,01/01/2012 12:00:00 AM,1145,1092,53,4.6,"McPherson County, SD
"
CN4609100000000,46,091,Marshall County,SD,01/01/2012 12:00:00 AM,2501,2381,120,4.8,"Marshall County, SD
"
CN4609500000000,46,095,Mellette County,SD,01/01/2012 12:00:00 AM,856,789,67,7.8,"Mellette County, SD
"
CN4609700000000,46,097,Miner County,SD,01/01/2012 12:00:00 AM,1261,1215,46,3.6,"Miner County, SD
"
CN4609900000000,46,099,Minnehaha County,SD,01/01/2012 12:00:00 AM,100806,96805,4001,4,"Minnehaha County, SD
"
CN4610900000000,46,109,Roberts County,SD,01/01/2012 12:00:00 AM,4926,4644,282,5.7,"Roberts County, SD
"
CN4611900000000,46,119,Sully County,SD,01/01/2012 12:00:00 AM,881,854,27,3.1,"Sully County, SD
"
CN4612100000000,46,121,Todd County,SD,01/01/2012 12:00:00 AM,3232,2919,313,9.7,"Todd County, SD
"
CN4612300000000,46,123,Tripp County,SD,01/01/2012 12:00:00 AM,3147,3030,117,3.7,"Tripp County, SD
"
CN4612900000000,46,129,Walworth County,SD,01/01/2012 12:00:00 AM,2327,2184,143,6.1,"Walworth County, SD
"
CN4613700000000,46,137,Ziebach County,SD,01/01/2012 12:00:00 AM,1056,983,73,6.9,"Ziebach County, SD
"
CN4702700000000,47,027,Clay County,TN,01/01/2012 12:00:00 AM,3321,2989,332,10,"Clay County, TN
"
CN4702900000000,47,029,Cocke County,TN,01/01/2012 12:00:00 AM,15470,13697,1773,11.5,"Cocke County, TN
"
CN4703100000000,47,031,Coffee County,TN,01/01/2012 12:00:00 AM,24650,22623,2027,8.2,"Coffee County, TN
"
CN4704100000000,47,041,DeKalb County,TN,01/01/2012 12:00:00 AM,8043,7272,771,9.6,"DeKalb County, TN
"
CN4704500000000,47,045,Dyer County,TN,01/01/2012 12:00:00 AM,17486,15564,1922,11,"Dyer County, TN
"
CN4704700000000,47,047,Fayette County,TN,01/01/2012 12:00:00 AM,18417,16858,1559,8.5,"Fayette County, TN
"
CN4706700000000,47,067,Hancock County,TN,01/01/2012 12:00:00 AM,2257,1991,266,11.8,"Hancock County, TN
"
CN4709300000000,47,093,Knox County,TN,01/01/2012 12:00:00 AM,230959,216796,14163,6.1,"Knox County, TN
"
CN4710100000000,47,101,Lewis County,TN,01/01/2012 12:00:00 AM,5046,4501,545,10.8,"Lewis County, TN
"
CN4712100000000,47,121,Meigs County,TN,01/01/2012 12:00:00 AM,5063,4541,522,10.3,"Meigs County, TN
"
CN4713100000000,47,131,Obion County,TN,01/01/2012 12:00:00 AM,14349,12422,1927,13.4,"Obion County, TN
"
CN4714300000000,47,143,Rhea County,TN,01/01/2012 12:00:00 AM,13503,12120,1383,10.2,"Rhea County, TN
"
CN4718100000000,47,181,Wayne County,TN,01/01/2012 12:00:00 AM,6662,6031,631,9.5,"Wayne County, TN
"
CN4718300000000,47,183,Weakley County,TN,01/01/2012 12:00:00 AM,16946,15094,1852,10.9,"Weakley County, TN
"
CN4803500000000,48,035,Bosque County,TX,01/01/2012 12:00:00 AM,8191,7599,592,7.2,"Bosque County, TX
"
CN4806700000000,48,067,Cass County,TX,01/01/2012 12:00:00 AM,12827,11650,1177,9.2,"Cass County, TX
"
CN4808100000000,48,081,Coke County,TX,01/01/2012 12:00:00 AM,1473,1398,75,5.1,"Coke County, TX
"
CN4809100000000,48,091,Comal County,TX,01/01/2012 12:00:00 AM,55918,52535,3383,6,"Comal County, TX
"
CN4809700000000,48,097,Cooke County,TX,01/01/2012 12:00:00 AM,20693,19653,1040,5,"Cooke County, TX
"
CN4810100000000,48,101,Cottle County,TX,01/01/2012 12:00:00 AM,666,616,50,7.5,"Cottle County, TX
"
CN4811100000000,48,111,Dallam County,TX,01/01/2012 12:00:00 AM,4021,3873,148,3.7,"Dallam County, TX
"
CN4811300000000,48,113,Dallas County,TX,01/01/2012 12:00:00 AM,1223343,1136230,87113,7.1,"Dallas County, TX
"
CN4811700000000,48,117,Deaf Smith County,TX,01/01/2012 12:00:00 AM,9325,8887,438,4.7,"Deaf Smith County, TX
"
CN4811900000000,48,119,Delta County,TX,01/01/2012 12:00:00 AM,2625,2448,177,6.7,"Delta County, TX
"
CN4812700000000,48,127,Dimmit County,TX,01/01/2012 12:00:00 AM,5764,5428,336,5.8,"Dimmit County, TX
"
CN4813700000000,48,137,Edwards County,TX,01/01/2012 12:00:00 AM,926,867,59,6.4,"Edwards County, TX
"
CN4814300000000,48,143,Erath County,TX,01/01/2012 12:00:00 AM,20056,18941,1115,5.6,"Erath County, TX
"
CN4814700000000,48,147,Fannin County,TX,01/01/2012 12:00:00 AM,15068,14004,1064,7.1,"Fannin County, TX
"
CN4815100000000,48,151,Fisher County,TX,01/01/2012 12:00:00 AM,1908,1805,103,5.4,"Fisher County, TX
"
CN4815700000000,48,157,Fort Bend County,TX,01/01/2012 12:00:00 AM,319114,300119,18995,6,"Fort Bend County, TX
"
CN4816500000000,48,165,Gaines County,TX,01/01/2012 12:00:00 AM,8785,8412,373,4.2,"Gaines County, TX
"
CN4817100000000,48,171,Gillespie County,TX,01/01/2012 12:00:00 AM,12331,11752,579,4.7,"Gillespie County, TX
"
CN4820700000000,48,207,Haskell County,TX,01/01/2012 12:00:00 AM,2775,2627,148,5.3,"Haskell County, TX
"
CN4821900000000,48,219,Hockley County,TX,01/01/2012 12:00:00 AM,11790,11167,623,5.3,"Hockley County, TX
"
CN4823500000000,48,235,Irion County,TX,01/01/2012 12:00:00 AM,852,813,39,4.6,"Irion County, TX
"
CN4823900000000,48,239,Jackson County,TX,01/01/2012 12:00:00 AM,7438,7057,381,5.1,"Jackson County, TX
"
CN4824300000000,48,243,Jeff Davis County,TX,01/01/2012 12:00:00 AM,1215,1156,59,4.9,"Jeff Davis County, TX
"
CN4824900000000,48,249,Jim Wells County,TX,01/01/2012 12:00:00 AM,20652,19378,1274,6.2,"Jim Wells County, TX
"
CN4826500000000,48,265,Kerr County,TX,01/01/2012 12:00:00 AM,21698,20432,1266,5.8,"Kerr County, TX
"
CN4828500000000,48,285,Lavaca County,TX,01/01/2012 12:00:00 AM,9482,9024,458,4.8,"Lavaca County, TX
"
CN4832500000000,48,325,Medina County,TX,01/01/2012 12:00:00 AM,20208,18884,1324,6.6,"Medina County, TX
"
CN4835100000000,48,351,Newton County,TX,01/01/2012 12:00:00 AM,5805,5163,642,11.1,"Newton County, TX
"
CN4835300000000,48,353,Nolan County,TX,01/01/2012 12:00:00 AM,7092,6672,420,5.9,"Nolan County, TX
"
CN4835500000000,48,355,Nueces County,TX,01/01/2012 12:00:00 AM,167030,156062,10968,6.6,"Nueces County, TX
"
CN4835700000000,48,357,Ochiltree County,TX,01/01/2012 12:00:00 AM,5320,5115,205,3.9,"Ochiltree County, TX
"
CN4837100000000,48,371,Pecos County,TX,01/01/2012 12:00:00 AM,6993,6635,358,5.1,"Pecos County, TX
"
CN4838900000000,48,389,Reeves County,TX,01/01/2012 12:00:00 AM,5345,4984,361,6.8,"Reeves County, TX
"
CN4839100000000,48,391,Refugio County,TX,01/01/2012 12:00:00 AM,3509,3298,211,6,"Refugio County, TX
"
CN4841300000000,48,413,Schleicher County,TX,01/01/2012 12:00:00 AM,1781,1710,71,4,"Schleicher County, TX
"
CN4843500000000,48,435,Sutton County,TX,01/01/2012 12:00:00 AM,2012,1917,95,4.7,"Sutton County, TX
"
CN4844900000000,48,449,Titus County,TX,01/01/2012 12:00:00 AM,13267,12272,995,7.5,"Titus County, TX
"
CN4845900000000,48,459,Upshur County,TX,01/01/2012 12:00:00 AM,18727,17465,1262,6.7,"Upshur County, TX
"
CN4847300000000,48,473,Waller County,TX,01/01/2012 12:00:00 AM,20499,19065,1434,7,"Waller County, TX
"
CN4847900000000,48,479,Webb County,TX,01/01/2012 12:00:00 AM,109145,102072,7073,6.5,"Webb County, TX
"
CN4848300000000,48,483,Wheeler County,TX,01/01/2012 12:00:00 AM,2895,2769,126,4.4,"Wheeler County, TX
"
CN4849700000000,48,497,Wise County,TX,01/01/2012 12:00:00 AM,28255,26432,1823,6.5,"Wise County, TX
"
CN4850300000000,48,503,Young County,TX,01/01/2012 12:00:00 AM,8570,8081,489,5.7,"Young County, TX
"
CN4850500000000,48,505,Zapata County,TX,01/01/2012 12:00:00 AM,6819,6387,432,6.3,"Zapata County, TX
"
CN4850700000000,48,507,Zavala County,TX,01/01/2012 12:00:00 AM,4390,3797,593,13.5,"Zavala County, TX
"
CN4900100000000,49,001,Beaver County,UT,01/01/2012 12:00:00 AM,2902,2725,177,6.1,"Beaver County, UT
"
CN4900300000000,49,003,Box Elder County,UT,01/01/2012 12:00:00 AM,22948,21626,1322,5.8,"Box Elder County, UT
"
CN4900900000000,49,009,Daggett County,UT,01/01/2012 12:00:00 AM,436,414,22,5,"Daggett County, UT
"
CN4901100000000,49,011,Davis County,UT,01/01/2012 12:00:00 AM,148630,141372,7258,4.9,"Davis County, UT
"
CN4901500000000,49,015,Emery County,UT,01/01/2012 12:00:00 AM,4746,4405,341,7.2,"Emery County, UT
"
CN4902300000000,49,023,Juab County,UT,01/01/2012 12:00:00 AM,4625,4343,282,6.1,"Juab County, UT
"
CN4902500000000,49,025,Kane County,UT,01/01/2012 12:00:00 AM,3462,3232,230,6.6,"Kane County, UT
"
CN4902700000000,49,027,Millard County,UT,01/01/2012 12:00:00 AM,5938,5661,277,4.7,"Millard County, UT
"
CN4903100000000,49,031,Piute County,UT,01/01/2012 12:00:00 AM,492,451,41,8.3,"Piute County, UT
"
CN4903300000000,49,033,Rich County,UT,01/01/2012 12:00:00 AM,946,896,50,5.3,"Rich County, UT
"
CN4903700000000,49,037,San Juan County,UT,01/01/2012 12:00:00 AM,5695,5193,502,8.8,"San Juan County, UT
"
CN4903900000000,49,039,Sanpete County,UT,01/01/2012 12:00:00 AM,11253,10532,721,6.4,"Sanpete County, UT
"
CN4904100000000,49,041,Sevier County,UT,01/01/2012 12:00:00 AM,9421,8844,577,6.1,"Sevier County, UT
"
CN4904500000000,49,045,Tooele County,UT,01/01/2012 12:00:00 AM,27746,26087,1659,6,"Tooele County, UT
"
CN4904700000000,49,047,Uintah County,UT,01/01/2012 12:00:00 AM,15981,15271,710,4.4,"Uintah County, UT
"
CN4904900000000,49,049,Utah County,UT,01/01/2012 12:00:00 AM,238745,226892,11853,5,"Utah County, UT
"
CN4905500000000,49,055,Wayne County,UT,01/01/2012 12:00:00 AM,1355,1209,146,10.8,"Wayne County, UT
"
CN4905700000000,49,057,Weber County,UT,01/01/2012 12:00:00 AM,113321,106127,7194,6.3,"Weber County, UT
"
CN5000500000000,50,005,Caledonia County,VT,01/01/2012 12:00:00 AM,16121,15119,1002,6.2,"Caledonia County, VT
"
CN5001500000000,50,015,Lamoille County,VT,01/01/2012 12:00:00 AM,14066,13154,912,6.5,"Lamoille County, VT
"
CN5102300000000,51,023,Botetourt County,VA,01/01/2012 12:00:00 AM,17727,16756,971,5.5,"Botetourt County, VA
"
CN5106500000000,51,065,Fluvanna County,VA,01/01/2012 12:00:00 AM,13178,12486,692,5.3,"Fluvanna County, VA
"
CN5110500000000,51,105,Lee County,VA,01/01/2012 12:00:00 AM,9794,8985,809,8.3,"Lee County, VA
"
CN5113500000000,51,135,Nottoway County,VA,01/01/2012 12:00:00 AM,6879,6441,438,6.4,"Nottoway County, VA
"
CN5114300000000,51,143,Pittsylvania County,VA,01/01/2012 12:00:00 AM,30740,28350,2390,7.8,"Pittsylvania County, VA
"
CN5115500000000,51,155,Pulaski County,VA,01/01/2012 12:00:00 AM,16887,15631,1256,7.4,"Pulaski County, VA
"
CN5116900000000,51,169,Scott County,VA,01/01/2012 12:00:00 AM,10087,9326,761,7.5,"Scott County, VA
"
CN5118100000000,51,181,Surry County,VA,01/01/2012 12:00:00 AM,3690,3402,288,7.8,"Surry County, VA
"
CN5118300000000,51,183,Sussex County,VA,01/01/2012 12:00:00 AM,4277,3861,416,9.7,"Sussex County, VA
"
CN5118500000000,51,185,Tazewell County,VA,01/01/2012 12:00:00 AM,17974,16489,1485,8.3,"Tazewell County, VA
"
CN5119500000000,51,195,Wise County,VA,01/01/2012 12:00:00 AM,16013,14583,1430,8.9,"Wise County, VA
"
CN5119900000000,51,199,York County,VA,01/01/2012 12:00:00 AM,31718,29883,1835,5.8,"York County, VA
"
CN5164000000000,51,640,Galax city,VA,01/01/2012 12:00:00 AM,3058,2787,271,8.9,"Galax city, VA
"
CN5177500000000,51,775,Salem city,VA,01/01/2012 12:00:00 AM,12915,12148,767,5.9,"Salem city, VA
"
CN5300100000000,53,001,Adams County,WA,01/01/2012 12:00:00 AM,8230,7482,748,9.1,"Adams County, WA
"
CN5303100000000,53,031,Jefferson County,WA,01/01/2012 12:00:00 AM,11930,10740,1190,10,"Jefferson County, WA
"
CN5303300000000,53,033,King County,WA,01/01/2012 12:00:00 AM,1122834,1051837,70997,6.3,"King County, WA
"
CN5305300000000,53,053,Pierce County,WA,01/01/2012 12:00:00 AM,386969,350908,36061,9.3,"Pierce County, WA
"
CN5306900000000,53,069,Wahkiakum County,WA,01/01/2012 12:00:00 AM,1376,1201,175,12.7,"Wahkiakum County, WA
"
CN5307700000000,53,077,Yakima County,WA,01/01/2012 12:00:00 AM,121082,108267,12815,10.6,"Yakima County, WA
"
CN5400900000000,54,009,Brooke County,WV,01/01/2012 12:00:00 AM,10649,9718,931,8.7,"Brooke County, WV
"
